date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink,rateUSD
2023-12-31,XEL,USD,0000072903,2024-02-21,2024-02-21 15:27:48,2023,FY,14206000000,10961000000,3245000000,0.2284246093,0.0,0,0,216000000,-657000000,657000000,11618000000,0,1055000000,2567000000,5036000000,0.3544980994,2588000000,0.1821765451,-963000000,1625000000,0.1143882866,-146000000,1771000000,0.1246656342,3.21,3.21,552000000,552000000,https://www.sec.gov/Archives/edgar/data/72903/000007290324000034/0000072903-24-000034-index.htm,https://www.sec.gov/Archives/edgar/data/72903/000007290324000034/xel-20231231.htm,1.0
2022-12-31,XEL,USD,0000072903,2023-02-23,2023-02-23 14:54:01,2022,FY,15310000000,9450000000,5860000000,0.3827563684,0.0,0,0,210000000,3432000000,3432000000,12882000000,953000000,893000000,2554000000,4907000000,0.3205094709,2428000000,0.1585891574,-827000000,1601000000,0.104572175,-135000000,1736000000,0.1133899412,3.17,3.17,547000000,547000000,https://www.sec.gov/Archives/edgar/data/72903/000007290323000007/0000072903-23-000007-index.htm,https://www.sec.gov/Archives/edgar/data/72903/000007290323000007/xel-20221231.htm,1.0
2021-12-31,XEL,USD,0000072903,2022-02-23,2022-02-23 15:38:07,2021,FY,13431000000,8173000000,5258000000,0.3914823915,0.0,0,0,249000000,3055000000,3055000000,11228000000,842000000,816000000,2257000000,4391000000,0.326930236,2203000000,0.1640235277,-676000000,1527000000,0.1136922046,-70000000,1597000000,0.118904028,2.96,2.96,539000000,540000000,https://www.sec.gov/Archives/edgar/data/72903/000007290322000010/0000072903-22-000010-index.htm,https://www.sec.gov/Archives/edgar/data/72903/000007290322000010/xel-20211231.htm,1.0
2020-12-31,XEL,USD,0000072903,2021-02-17,2021-02-17 15:16:41,2020,FY,11526000000,6562000000,4964000000,0.4306784661,0.0,0,0,246000000,2848000000,2848000000,9410000000,840000000,798000000,2082000000,4098000000,0.3555439875,2116000000,0.1835849384,-649000000,1467000000,0.1272774597,-6000000,1473000000,0.1277980219,2.8,2.79,527000000,528000000,https://www.sec.gov/Archives/edgar/data/72903/000007290321000012/0000072903-21-000012-index.htm,https://www.sec.gov/Archives/edgar/data/72903/000007290321000012/xel-20201231.htm,1.0
2019-12-31,XEL,USD,0000072903,2020-02-21,2020-02-21 15:32:33,2019,FY,11529000000,6806000000,4723000000,0.40966259,0.0,0,0,247000000,2619000000,2619000000,9425000000,773000000,710000000,1884000000,3898000000,0.3381039119,2104000000,0.1824963136,-604000000,1500000000,0.1301066875,128000000,1372000000,0.1190042502,2.64,2.64,519000000,520000000,https://www.sec.gov/Archives/edgar/data/72903/000007290320000011/0000072903-20-000011-index.htm,https://www.sec.gov/Archives/edgar/data/72903/000007290320000011/xcel1231201910-k.htm,1.0
2023-12-31,AZN,USD,0000901832,2024-02-20,2024-02-20 16:32:15,2023,FY,45811000000,8268000000,37543000000,0.8195193294,10935000000.0,17486000000,18222000000,18222000000,-336000000,28821000000,37089000000,301000000,1589000000,4934000000,13911000000,0.3036606928,8193000000,0.1788435092,-1294000000,6899000000,0.1505970182,938000000,5955000000,0.1299906136,1.92,1.91,3098000000,3124000000,https://www.sec.gov/Archives/edgar/data/901832/000110465924025553/0001104659-24-025553-index.htm,https://www.sec.gov/Archives/edgar/data/901832/000110465924025553/azn-20211231x20f.htm,1.0
2022-12-31,AZN,USD,0000901832,2023-02-21,2023-02-21 16:45:44,2022,FY,44351000000,12391000000,31960000000,0.7206150932,9762000000.0,0,18955000000,18955000000,-514000000,28203000000,40594000000,95000000,1346000000,5254000000,9327000000,0.210299655,3757000000,0.084710604,-1256000000,2501000000,0.0563910622,-792000000,3288000000,0.0741358707,1.06,1.06,3096000000,3120000000,https://www.sec.gov/Archives/edgar/data/901832/000110465923023818/0001104659-23-023818-index.htm,https://www.sec.gov/Archives/edgar/data/901832/000110465923023818/azn-20221231x20f.htm,1.0
2021-12-31,AZN,USD,0000901832,2022-02-22,2022-02-22 17:13:16,2021,FY,37417000000,12437000000,24980000000,0.667610979,9736000000.0,0,15680000000,15680000000,-1492000000,23924000000,36361000000,43000000,1300000000,4102000000,7565000000,0.2021808269,1056000000,0.0282224657,-1321000000,-265000000,-0.0070823423,-380000000,112000000,0.0029932918,0.04,0.04,2836000000,2854000000,https://www.sec.gov/Archives/edgar/data/901832/000110465922025720/0001104659-22-025720-index.htm,https://www.sec.gov/Archives/edgar/data/901832/000110465922025720/azn-20211231x20f.htm,1.0
2020-12-31,AZN,USD,0000901832,2021-02-16,2021-02-16 06:08:39,2020,FY,26617000000,5299000000,21318000000,0.8009167074,5991000000.0,0,11693000000,11693000000,-1528000000,16156000000,21455000000,87000000,1306000000,2896000000,8371000000,0.314498253,5162000000,0.1939362062,-1246000000,3916000000,0.1471240185,772000000,3196000000,0.1200736371,1.22,1.22,2624000000,2626000000,https://www.sec.gov/Archives/edgar/data/901832/000110465921022456/0001104659-21-022456-index.htm,https://www.sec.gov/Archives/edgar/data/901832/000110465921022456/a21-3954_120f.htm,1.0
2019-12-31,AZN,USD,0000901832,2020-03-03,2020-03-03 16:21:36,2019,FY,24384000000,4921000000,19463000000,0.798187336,5958000000.0,11682000000,11848000000,11848000000,-1541000000,16265000000,21186000000,172000000,1432000000,2782000000,7016000000,0.2877296588,2924000000,0.1199146982,-1376000000,1548000000,0.063484252,321000000,1335000000,0.0547490157,0.51,0.51,2602000000,2602000000,https://www.sec.gov/Archives/edgar/data/901832/000110465920028557/0001104659-20-028557-index.htm,https://www.sec.gov/Archives/edgar/data/901832/000110465920028557/a20-5700_120f.htm,1.0
2024-01-28,LULU,USD,0001397187,2024-03-21,2024-03-21 16:12:29,2023,FY,9619278000,4014883000,5604395000,0.5826211697,0.0,2967051000,429700000,3396751000,43059000,3396751000,7411634000,0,0,379384000,2587028000,0.2689420142,2207644000,0.2295020479,-31909000,2175735000,0.226184855,625545000,1550190000,0.1611545066,12.23,12.2,126726000,127060000,https://www.sec.gov/Archives/edgar/data/1397187/000139718724000010/0001397187-24-000010-index.htm,https://www.sec.gov/Archives/edgar/data/1397187/000139718724000010/lulu-20240128.htm,1.0
2023-01-29,LULU,USD,0001397187,2023-03-28,2023-03-28 16:13:10,2022,FY,8110518000,3618178000,4492340000,0.5538906393,0.0,2428847000,328600000,2757447000,4163000,2766199000,6384377000,0,0,291791000,2132626000,0.2629457206,1328408000,0.1637883055,-393570000,1332571000,0.1643015896,477771000,854800000,0.1053940081,6.7,6.68,127666000,128017000,https://www.sec.gov/Archives/edgar/data/1397187/000139718723000012/0001397187-23-000012-index.htm,https://www.sec.gov/Archives/edgar/data/1397187/000139718723000012/lulu-20230129.htm,1.0
2022-01-30,LULU,USD,0001397187,2022-03-29,2022-03-29 16:16:02,2021,FY,6256617000,2648052000,3608565000,0.5767597729,0.0,1927534000,297500000,2225034000,514000,2233816000,4881868000,0,0,224206000,1424925000,0.2277468798,1333355000,0.2131111749,-40880000,1333869000,0.213193328,358547000,975322000,0.1558864799,7.52,7.49,129768000,130295000,https://www.sec.gov/Archives/edgar/data/1397187/000139718722000014/0001397187-22-000014-index.htm,https://www.sec.gov/Archives/edgar/data/1397187/000139718722000014/lulu-20220130.htm,1.0
2021-01-31,LULU,USD,0001397187,2021-03-30,2021-03-30 16:47:25,2020,FY,4401879000,1937888000,2463991000,0.559758912,0.0,1393003000,216000000,1609003000,-636000,1614163000,3552051000,0,0,185260000,1065148000,0.2419757563,819986000,0.1862809041,-30478000,819350000,0.1861364204,230437000,588913000,0.1337867306,4.52,4.5,130289000,130871000,https://www.sec.gov/Archives/edgar/data/1397187/000139718721000009/0001397187-21-000009-index.htm,https://www.sec.gov/Archives/edgar/data/1397187/000139718721000009/lulu-20210131.htm,1.0
2020-02-02,LULU,USD,0001397187,2020-03-26,2020-03-26 16:18:13,2019,FY,3979296000,1755910000,2223386000,0.5587385306,0.0,0,0,1334247000,8283000,1334276000,3090186000,0,0,161800000,1051043000,0.2641278759,889110000,0.2234339944,8283000,897393000,0.2255155183,251797000,645596000,0.1622387478,4.95,4.93,130393000,130955000,https://www.sec.gov/Archives/edgar/data/1397187/000139718720000012/0001397187-20-000012-index.htm,https://www.sec.gov/Archives/edgar/data/1397187/000139718720000012/lulu-20200202x10k.htm,1.0
2023-12-31,CCEP,EUR,0001650107,2024-03-15,2024-03-15 07:01:27,2023,FY,18302000000,11576000000,6726000000,0.3675008196,0.0,1213000000,3178000000,4391000000,-16000000,4409000000,15985000000,114000000,162000000,775765631,2881000000,0.1574144902,2353000000,0.1285651841,-150000000,2203000000,0.1203693585,534000000,1669000000,0.0911922194,3.63,3.64,459779614,459000000,https://www.sec.gov/Archives/edgar/data/1650107/000165010724000025/0001650107-24-000025-index.htm,https://www.sec.gov/Archives/edgar/data/1650107/000165010724000025/cce-20231231.htm,1.06365
2022-12-31,CCEP,EUR,0001650107,2023-03-17,2023-03-17 07:47:13,2022,FY,17320000000,11096000000,6224000000,0.3593533487,83000000.0,367000000,1620000000,1987000000,-15000000,3991000000,15087000000,17000000,131000000,801303473,3032000000,0.1750577367,2086000000,0.1204387991,-189000000,1957000000,0.1129907621,436000000,1508000000,0.0870669746,3.3,3.29,457000000,458000000,https://www.sec.gov/Archives/edgar/data/1650107/000165010723000019/0001650107-23-000019-index.htm,https://www.sec.gov/Archives/edgar/data/1650107/000165010723000019/cce-20221231.htm,1.06365
2021-12-31,CCEP,EUR,0001650107,2022-03-15,2022-03-15 13:53:13,2021,FY,13763000000,8603000000,5160000000,0.3749182591,75000000.0,825000000,2451000000,3387000000,-5000000,3658000000,12261000000,120000000,139000000,813194222,2281000000,0.1657342149,1773000000,0.1288236576,-391000000,1382000000,0.1004141539,394000000,982000000,0.071350723,2.15,2.15,456000000,457000000,https://www.sec.gov/Archives/edgar/data/1650107/000165010722000021/0001650107-22-000021-index.htm,https://www.sec.gov/Archives/edgar/data/1650107/000165010722000021/cce-20211231.htm,1.06365
2020-12-31,CCEP,EUR,0001650107,2021-03-12,2021-03-12 11:37:01,2020,FY,10606000000,6871000000,3735000000,0.3521591552,54000000.0,273000000,873000000,1146000000,-7000000,2605000000,9476000000,9000000,120000000,677341723,1847000000,0.1741467094,813000000,0.0766547237,-495000000,695000000,0.0655289459,197000000,498000000,0.046954554,1.09,1.09,455000000,456000000,https://www.sec.gov/Archives/edgar/data/1650107/000165010721000022/0001650107-21-000022-index.htm,https://www.sec.gov/Archives/edgar/data/1650107/000165010721000022/cce-20201231.htm,1.06365
2019-12-31,CCEP,EUR,0001650107,2020-03-16,2020-03-16 06:09:34,2019,FY,11982197654,7471299577,4510898077,0.3764666722,44000000.0,787000000,2258000000,2859694006,0,2859694006,10330993583,88000000,0,637149396,2288353463,0.1909794454,1651204070,0.1378047765,-201414988,1449789081,0.1209952567,362945822,1086843258,0.0907048347,2.33,2.32,466000000,469000000,https://www.sec.gov/Archives/edgar/data/1650107/000165010720000024/0001650107-20-000024-index.htm,https://www.sec.gov/Archives/edgar/data/1650107/000165010720000024/ccep2019annualreportfinal4.htm,1.06365
2023-12-31,IDXX,USD,0000874716,2024-02-22,2024-02-22 16:17:19,2023,FY,3660953000,1470983000,2189970000,0.5981966991,190951000.0,335825000,566066000,901891000,21000,1092842000,2563825000,5629000,-35952000,114908000,1097128000,0.2996837162,1097128000,0.2996837162,-35952000,1061176000,0.2898633225,216134000,845042000,0.2308256894,10.17,10.06,83066000,83978000,https://www.sec.gov/Archives/edgar/data/874716/000087471624000057/0000874716-24-000057-index.htm,https://www.sec.gov/Archives/edgar/data/874716/000087471624000057/idxx-20231231.htm,1.0
2022-12-31,IDXX,USD,0000874716,2023-02-16,2023-02-16 17:08:02,2022,FY,3367324000,1362986000,2004338000,0.5952317033,254820000.0,326248000,524505000,850753000,2200000,1105573000,2468559000,1065000,38793000,111900000,898765000,0.2669077879,898765000,0.2669077879,-38793000,859972000,0.255387364,180883000,679089000,0.2016702283,8.12,8.03,83623000,84600000,https://www.sec.gov/Archives/edgar/data/874716/000087471623000006/0000874716-23-000006-index.htm,https://www.sec.gov/Archives/edgar/data/874716/000087471623000006/idxx-20221231.htm,1.0
2021-12-31,IDXX,USD,0000874716,2022-02-16,2022-02-16 14:57:07,2021,FY,3215360000,1325928000,1889432000,0.5876268909,161009000.0,309660000,486735000,796395000,1464000,957404000,2283332000,434000,29374000,104596000,932028000,0.2898673865,932028000,0.2898673865,-29374000,902654000,0.2807318621,157810000,744845000,0.2316521323,8.74,8.6,85200000,86572000,https://www.sec.gov/Archives/edgar/data/874716/000087471622000007/0000874716-22-000007-index.htm,https://www.sec.gov/Archives/edgar/data/874716/000087471622000007/idxx-20211231.htm,1.0
2020-12-31,IDXX,USD,0000874716,2021-02-12,2021-02-12 15:22:33,2020,FY,2706655000,1135615000,1571040000,0.5804359994,141249000.0,300832000,434435000,735267000,0,876516000,2012131000,586000,32539000,95998000,694524000,0.256598643,694524000,0.256598643,-32539000,661985000,0.2445767931,79854000,581776000,0.2149427984,6.82,6.71,85342000,86722000,https://www.sec.gov/Archives/edgar/data/874716/000087471621000008/0000874716-21-000008-index.htm,https://www.sec.gov/Archives/edgar/data/874716/000087471621000008/idxx-20201231.htm,1.0
2019-12-31,IDXX,USD,0000874716,2020-02-14,2020-02-14 17:08:09,2019,FY,2406908000,1041359000,1365549000,0.5673457398,133193000.0,261317000,418193000,679510000,0,812703000,1854062000,427000,30628000,88011000,552846000,0.2296913717,552846000,0.2296913717,-30628000,522218000,0.2169663319,94426000,427720000,0.1777051719,4.97,4.89,86115000,87542000,https://www.sec.gov/Archives/edgar/data/874716/000087471620000006/0000874716-20-000006-index.htm,https://www.sec.gov/Archives/edgar/data/874716/000087471620000006/idxx201910k.htm,1.0
2023-12-31,CSGP,USD,0001057352,2024-02-22,2024-02-21 18:04:05,2023,FY,2455000000,491500000,1963500000,0.799796334,267600000.0,381500000,989900000,1371400000,5400000,1681200000,2172700000,213600000,213600000,107500000,389800000,0.1587780041,282300000,0.1149898167,5400000,501300000,0.2041955193,126600000,374700000,0.1526272912,0.92,0.92,405300000,406900000,https://www.sec.gov/Archives/edgar/data/1057352/000105735224000013/0001057352-24-000013-index.htm,https://www.sec.gov/Archives/edgar/data/1057352/000105735224000013/csgp-20231231.htm,1.0
2022-12-31,CSGP,USD,0001057352,2023-02-22,2023-02-22 16:33:56,2022,FY,2182399000,414008000,1768391000,0.8102968339,220923000.0,338737000,684222000,1022959000,73560000,1317442000,1731450000,32100000,32125000,176374000,588834000,0.2698104242,450949000,0.2066299517,35508000,486457000,0.2229001205,117004000,369500000,0.1693090952,0.93,0.93,396284000,397752000,https://www.sec.gov/Archives/edgar/data/1057352/000105735223000030/0001057352-23-000030-index.htm,https://www.sec.gov/Archives/edgar/data/1057352/000105735223000030/csgp-20221231.htm,1.0
2021-12-31,CSGP,USD,0001057352,2022-02-23,2022-02-23 16:40:08,2021,FY,1944135000,357241000,1586894000,0.8162468141,201022000.0,256711000,622007000,878718000,74817000,1154557000,1511798000,31600000,31621000,168043000,575147000,0.2958369661,432337000,0.2223801331,-28369000,403968000,0.2077880394,111404000,292600000,0.1505039516,0.75,0.74,392210000,394160000,https://www.sec.gov/Archives/edgar/data/1057352/000105735222000027/0001057352-22-000027-index.htm,https://www.sec.gov/Archives/edgar/data/1057352/000105735222000027/csgp-20211231.htm,1.0
2020-12-31,CSGP,USD,0001057352,2021-02-24,2021-02-24 16:27:24,2020,FY,1659019000,308968000,1350051000,0.8137646404,162916000.0,299698000,535778000,835476000,62457000,1060849000,1369817000,17395000,0,143270000,406146000,0.2448109395,289202000,0.1743210898,-18222000,270980000,0.1633374904,43852000,227128000,0.1369050023,0.6,0.59,380730000,383260000,https://www.sec.gov/Archives/edgar/data/1057352/000105735221000032/0001057352-21-000032-index.htm,https://www.sec.gov/Archives/edgar/data/1057352/000105735221000032/csgp-20201231.htm,1.0
2019-12-31,CSGP,USD,0001057352,2020-02-26,2020-02-26 16:15:47,2019,FY,1399719000,289239000,1110480000,0.7933592385,125602000.0,178740000,408596000,587336000,33995000,746933000,1036172000,16742000,2615000,103913000,474729000,0.3391602172,363547000,0.2597285598,27402000,390949000,0.2793053463,75986000,314963000,0.2250187359,0.87,0.86,363100000,366300000,https://www.sec.gov/Archives/edgar/data/1057352/000105735220000036/0001057352-20-000036-index.htm,https://www.sec.gov/Archives/edgar/data/1057352/000105735220000036/csgp20191231-10k.htm,1.0
2024-03-31,TTWO,USD,0000946581,2024-05-22,2024-05-21 21:04:08,2024,FY,5349600000,2671400000,2678200000,0.5006355615,919500000.0,716100000,1550200000,2215300000,404200000,3134800000,5806200000,65600000,140600000,1847100000,1390500000,0.2599259758,-456600000,-0.0853521759,-3246200000,-3702800000,-0.6921639001,41400000,-3744200000,-0.6999027965,-22.01,-22.01,170100000,170100000,https://www.sec.gov/Archives/edgar/data/946581/000162828024024623/0001628280-24-024623-index.htm,https://www.sec.gov/Archives/edgar/data/946581/000162828024024623/ttwo-20240331.htm,1.0
2023-03-31,TTWO,USD,0000946581,2023-05-26,2023-05-25 20:05:25,2023,FY,5349900000,3064600000,2285300000,0.4271668629,892500000.0,843100000,1592600000,2435700000,122300000,3450500000,6515100000,33800000,203900000,1865300000,731100000,0.1366567599,-1134200000,-0.2120039627,-203900000,-1338100000,-0.2501168246,-213400000,-1124700000,-0.2102282286,-7.03,-7.03,159900000,159900000,https://www.sec.gov/Archives/edgar/data/946581/000162828023019851/0001628280-23-019851-index.htm,https://www.sec.gov/Archives/edgar/data/946581/000162828023019851/ttwo-20230331.htm,1.0
2022-03-31,TTWO,USD,0000946581,2022-05-17,2022-05-16 20:16:44,2022,FY,3504800000,1535401000,1969399000,0.5619148026,406566000.0,510855000,516429000,1027284000,61105000,1494955000,3030356000,17622000,24545000,206535000,748570000,0.2135842273,473595000,0.1351275394,-8197000,465398000,0.1327887469,47376000,418000000,0.119265008,3.62,3.58,115485000,116775000,https://www.sec.gov/Archives/edgar/data/946581/000162828022014580/0001628280-22-014580-index.htm,https://www.sec.gov/Archives/edgar/data/946581/000162828022014580/ttwo-20220331.htm,1.0
2021-03-31,TTWO,USD,0000946581,2021-05-19,2021-05-18 19:20:44,2021,FY,3372772000,1535085000,1837687000,0.5448595399,317311000.0,390683000,444985000,835668000,55596000,1208575000,2743660000,18701000,6207000,192266000,822017000,0.2437214849,629384000,0.1866073366,48432000,677816000,0.2009670384,88930000,588900000,0.1746041535,5.14,5.09,114602000,115744000,https://www.sec.gov/Archives/edgar/data/946581/000162828021010627/0001628280-21-010627-index.htm,https://www.sec.gov/Archives/edgar/data/946581/000162828021010627/ttwo-20210331.htm,1.0
2020-03-31,TTWO,USD,0000946581,2020-05-22,2020-05-22 16:30:38,2020,FY,3088970000,1542450000,1546520000,0.5006587957,296398000.0,318235000,458424000,776659000,48113000,1121170000,2663620000,47341000,-38505000,236543000,667309000,0.216029615,425267000,0.1376727518,33172000,458439000,0.1484116065,53980000,404459000,0.1309365258,3.58,3.54,113096000,114136000,https://www.sec.gov/Archives/edgar/data/946581/000162828020008291/0001628280-20-008291-index.htm,https://www.sec.gov/Archives/edgar/data/946581/000162828020008291/ttwo-20200331.htm,1.0
2023-12-31,ON,USD,0001097864,2024-02-05,2024-02-05 11:27:48,2023,FY,8253000000,4369500000,3883500000,0.4705561614,577300000.0,362400000,279100000,641500000,-7200000,1269900000,5639400000,93100000,74800000,609500000,3309000000,0.4009451109,2538700000,0.3076093542,-96100000,2535800000,0.3072579668,350200000,2183700000,0.2645946928,5.07,4.89,430700000,446800000,https://www.sec.gov/Archives/edgar/data/1097864/000162828024003201/0001628280-24-003201-index.htm,https://www.sec.gov/Archives/edgar/data/1097864/000162828024003201/on-20231231.htm,1.0
2022-12-31,ON,USD,0001097864,2023-02-06,2023-02-06 10:50:17,2022,FY,8326200000,4249000000,4077200000,0.4896831688,600200000.0,343200000,287900000,631100000,81200000,1312500000,5561500000,15500000,94900000,551800000,3353700000,0.4027887872,2360000000,0.2834426269,2200000,2362200000,0.2837068531,458400000,1902200000,0.2284595614,4.39,4.25,433200000,448200000,https://www.sec.gov/Archives/edgar/data/1097864/000162828023002350/0001628280-23-002350-index.htm,https://www.sec.gov/Archives/edgar/data/1097864/000162828023002350/on-20221231.htm,1.0
2021-12-31,ON,USD,0001097864,2022-02-14,2022-02-14 09:20:06,2021,FY,6739800000,4025500000,2714300000,0.4027270839,655000000.0,304800000,293600000,598400000,99000000,1352400000,5377900000,1400000,130400000,596700000,1978000000,0.2934805187,1287600000,0.1910442446,-129800000,1157800000,0.1717855129,146600000,1009600000,0.1497967299,2.37,2.27,425700000,443800000,https://www.sec.gov/Archives/edgar/data/1097864/000162828022002416/0001628280-22-002416-index.htm,https://www.sec.gov/Archives/edgar/data/1097864/000162828022002416/on-20211231.htm,1.0
2020-12-31,ON,USD,0001097864,2021-02-16,2021-02-16 11:50:24,2020,FY,5255000000,3539200000,1715800000,0.3265080875,642900000.0,258700000,278700000,537400000,120300000,1300600000,4839800000,4900000,168400000,625100000,1036600000,0.1972597526,348700000,0.0663558516,-172100000,176600000,0.0336060894,-59800000,234200000,0.044567079,0.57,0.56,410700000,418800000,https://www.sec.gov/Archives/edgar/data/1097864/000162828021002219/0001628280-21-002219-index.htm,https://www.sec.gov/Archives/edgar/data/1097864/000162828021002219/on-20201231.htm,1.0
2019-12-31,ON,USD,0001097864,2020-02-19,2020-02-19 14:25:39,2019,FY,5517900000,3544300000,1973600000,0.3576723029,640900000.0,284000000,301000000,585000000,115200000,1341100000,4885400000,10200000,148300000,593100000,746100000,0.1352144838,630900000,0.114336976,-354300000,276600000,0.050127766,62700000,211700000,0.0383660451,0.52,0.51,410900000,416000000,https://www.sec.gov/Archives/edgar/data/1097864/000119312520041751/0001193125-20-041751-index.htm,https://www.sec.gov/Archives/edgar/data/1097864/000119312520041751/d864442d10k.htm,1.0
2023-12-31,ANSS,USD,0001013462,2024-02-21,2024-02-21 16:34:57,2023,FY,2269949000,271298000,1998651000,0.8804827774,494869000.0,0,0,855135000,-226000,1372516000,1643814000,19588000,47145000,156018000,778001000,0.3427394184,626135000,0.2758365937,-6440000,592138000,0.2608596052,91726000,500412000,0.2204507678,5.76,5.73,86833000,87386000,https://www.sec.gov/Archives/edgar/data/1013462/000101346224000007/0001013462-24-000007-index.htm,https://www.sec.gov/Archives/edgar/data/1013462/000101346224000007/anss-20231231.htm,1.0
2022-12-31,ANSS,USD,0001013462,2023-02-22,2023-02-22 16:38:20,2022,FY,2065553000,250641000,1814912000,0.8786567084,433661000.0,0,0,772871000,15722000,1222254000,1472895000,5717000,22726000,137284000,613763000,0.2971422181,592658000,0.2869246153,-17343000,575315000,0.2785283166,51605000,523710000,0.2535446924,6.02,5.99,87051000,87490000,https://www.sec.gov/Archives/edgar/data/1013462/000101346223000013/0001013462-23-000013-index.htm,https://www.sec.gov/Archives/edgar/data/1013462/000101346223000013/anss-20221231.htm,1.0
2021-12-31,ANSS,USD,0001013462,2022-02-23,2022-02-23 16:38:01,2021,FY,1906715000,257984000,1648731000,0.8646971362,404870000.0,0,0,715377000,15213000,1135460000,1393444000,2078000,12405000,129060000,542972000,0.2847683057,513271000,0.269191253,2083000,515354000,0.2702837078,60727000,454627000,0.23843469,5.22,5.16,87100000,88102000,https://www.sec.gov/Archives/edgar/data/1013462/000101346222000005/0001013462-22-000005-index.htm,https://www.sec.gov/Archives/edgar/data/1013462/000101346222000005/anss-20211231.htm,1.0
2020-12-31,ANSS,USD,0001013462,2021-02-24,2021-02-24 16:18:49,2020,FY,1681297000,225264000,1456033000,0.8660177232,355371000.0,0,0,587707000,16599000,959677000,1184941000,5073000,10988000,106246000,521512000,0.3101843398,496356000,0.2952220815,-2431000,493925000,0.293776174,60038000,433887000,0.2580668377,5.05,4.97,85840000,87288000,https://www.sec.gov/Archives/edgar/data/1013462/000101346221000009/0001013462-21-000009-index.htm,https://www.sec.gov/Archives/edgar/data/1013462/000101346221000009/anss-20201231.htm,1.0
2019-12-31,ANSS,USD,0001013462,2020-02-27,2020-02-27 10:57:42,2019,FY,1515892000,166273000,1349619000,0.890313426,298210000.0,0,0,521200000,15169000,834579000,1000852000,12796000,3461000,78975000,541213000,0.3570260942,515040000,0.3397603523,7543000,522583000,0.3447363005,71288000,451295000,0.2977092036,5.36,5.25,84259000,85925000,https://www.sec.gov/Archives/edgar/data/1013462/000101346220000004/0001013462-20-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1013462/000101346220000004/anss2019123110k.htm,1.0
2024-07-31,ZS,USD,0001713683,2024-09-12,2024-09-12 16:02:21,2024,FY,2167771000,478874000,1688897000,0.7790938249,499315000.0,212052000,1100239000,1311059000,-3750000,1810374000,2289248000,109130000,13132000,80932000,-40545000,-0.0187035439,-121477000,-0.0560377457,92248000,-29229000,-0.0134834353,28477000,-57706000,-0.0266199705,-0.39,-0.39,149586000,149586000,https://www.sec.gov/Archives/edgar/data/1713683/000171368324000109/0001713683-24-000109-index.htm,https://www.sec.gov/Archives/edgar/data/1713683/000171368324000109/zs-20240731.htm,1.0
2023-07-31,ZS,USD,0001713683,2023-09-14,2023-09-14 16:20:27,2023,FY,1616952000,362832000,1254120000,0.7756074392,349735000.0,177544000,953864000,1131408000,-1862000,1481143000,1843975000,60462000,6541000,99028000,-101607000,-0.0628386,-234623000,-0.1451020191,-9462000,-182564000,-0.1129062582,19771000,-202335000,-0.1251335847,-1.4,-1.4,144942000,144942000,https://www.sec.gov/Archives/edgar/data/1713683/000171368323000113/0001713683-23-000113-index.htm,https://www.sec.gov/Archives/edgar/data/1713683/000171368323000113/zs-20230731.htm,1.0
2022-07-31,ZS,USD,0001713683,2022-09-15,2022-09-15 16:29:56,2022,FY,1090946000,242282000,848664000,0.7779156805,289139000.0,151735000,735219000,886954000,-4208000,1176093000,1418375000,4586000,56579000,143623000,-277585000,-0.254444308,-327429000,-0.3001330955,-56201000,-383630000,-0.3516489359,6648000,-390278000,-0.3577427297,-2.77,-2.77,140895000,140895000,https://www.sec.gov/Archives/edgar/data/1713683/000171368322000081/0001713683-22-000081-index.htm,https://www.sec.gov/Archives/edgar/data/1713683/000171368322000081/zs-20220731.htm,1.0
2021-07-31,ZS,USD,0001713683,2021-09-16,2021-09-16 16:35:51,2021,FY,673100000,150317000,522783000,0.7766795424,174653000.0,96535000,459407000,555942000,1186000,730595000,880912000,2812000,53364000,98011000,-167356000,-0.2486346754,-207812000,-0.3087386718,-49366000,-257178000,-0.3820799287,4851000,-262029000,-0.3892868816,-1.93,-1.93,135654000,135654000,https://www.sec.gov/Archives/edgar/data/1713683/000171368321000175/0001713683-21-000175-index.htm,https://www.sec.gov/Archives/edgar/data/1713683/000171368321000175/zs-20210731.htm,1.0
2020-07-31,ZS,USD,0001713683,2020-09-17,2020-09-17 16:23:12,2020,FY,431269000,95733000,335536000,0.7780202148,97879000.0,73632000,277981000,351613000,-224000,449492000,545225000,6477000,5025000,59595000,-86585000,-0.2007679662,-113956000,-0.2642341555,1228000,-112728000,-0.2613867447,2388000,-115116000,-0.266923892,-0.89,-0.89,129323000,129323000,https://www.sec.gov/Archives/edgar/data/1713683/000171368320000163/0001713683-20-000163-index.htm,https://www.sec.gov/Archives/edgar/data/1713683/000171368320000163/zs-20200731.htm,1.0
